
> axiomancer-mechanics@0.37.0 combat-playtest
> ts-node src/CLI/combat-playtest.cli.ts --stage=all --policy=all --runs=60 --seed=1 --cards --sandbox=chooseX-vein


Hazard combat playtest — stages=[early, mid, late, impossible] policies=[greedy, blind, dot-weaver, control-lock, aggro-brute, turtle, chaos, mercy-seeker] deck=policy-pick runs=60 seed=1
Sandbox set applied: chooseX-vein (1 cards, 0 overrides)

Hazard combat playtest matrix
(win = enemy HP→0 or befriend-spare; V/M/D/R = victory/mercy/defeat/retreat;
 statusEng + dotFrac are the doctrine witnesses: status play is the efficient path;
  early      foot-stealer              aggro-brute  policy-pick           100%  60/0/0/0       2.6       29%     56%    44%  100% 1.00   33%
  early      foot-stealer              turtle       policy-pick            65%  39/0/21/0      5.0        7%     58%    42%  100% 0.97   32%
  early      foot-stealer              chaos        policy-pick            98%  59/0/1/0       3.1       27%     56%    44%  100% 1.00   38%
  early      foot-stealer              mercy-seeker policy-pick           100%  60/0/0/0       3.8       16%     56%    44%  100% 0.97   24%
  early      little-belle              greedy       policy-pick           100%  59/1/0/0       2.3       38%     54%    46%  100% 1.00   50%
  early      little-belle              blind        policy-pick           100%  59/1/0/0       2.3       36%     54%    46%  100% 1.00   48%
  early      little-belle              dot-weaver   policy-pick           100%  60/0/0/0       2.3       40%     62%    38%  100% 0.99   36%
  early      little-belle              control-lock policy-pick           100%  60/0/0/0       3.1       33%     55%    43%  100% 0.98   61%
  early      little-belle              aggro-brute  policy-pick           100%  59/1/0/0       2.4       32%     55%    45%  100% 1.00   38%
  early      little-belle              turtle       policy-pick            78%  46/1/13/0      5.0        7%     59%    41%  100% 0.96   30%
  early      little-belle              chaos        policy-pick           100%  59/1/0/0       3.0       26%     57%    43%  100% 1.00   42%
  early      little-belle              mercy-seeker policy-pick           100%  60/0/0/0       3.7       16%     56%    44%  100% 0.97   25%
  early      water-holger              greedy       policy-pick           100%  60/0/0/0       2.3       37%     54%    46%  100% 1.00   49%
  early      water-holger              blind        policy-pick           100%  60/0/0/0       2.4       36%     54%    46%  100% 1.00   47%
  early      water-holger              dot-weaver   policy-pick           100%  60/0/0/0       2.3       40%     62%    38%  100% 0.99   35%
  early      water-holger              control-lock policy-pick           100%  60/0/0/0       3.1       33%     55%    44%  100% 0.98   61%
  early      water-holger              aggro-brute  policy-pick           100%  60/0/0/0       2.4       32%     56%    44%  100% 1.00   36%
  early      water-holger              turtle       policy-pick            70%  41/1/18/0      4.8        7%     58%    42%  100% 0.96   30%
  early      water-holger              chaos        policy-pick            98%  59/0/1/0       2.9       26%     56%    44%  100% 1.00   41%
  early      water-holger              mercy-seeker policy-pick           100%  60/0/0/0       3.9       15%     55%    45%  100% 0.97   30%
  early      the-butcher               greedy       policy-pick            95%  57/0/3/0       3.1       36%     55%    45%  100% 1.00   36%
  early      the-butcher               blind        policy-pick            95%  57/0/3/0       3.1       36%     55%    45%  100% 1.00   37%
  early      the-butcher               dot-weaver   policy-pick            95%  57/0/3/0       2.9       38%     59%    41%  100% 0.98   37%
  early      the-butcher               control-lock policy-pick            82%  49/0/11/0      3.9       33%     54%    45%  100% 0.98   52%
  early      the-butcher               aggro-brute  policy-pick            87%  52/0/8/0       3.2       30%     55%    45%  100% 1.00   29%
  early      the-butcher               turtle       policy-pick            18%  10/1/49/0      4.1        6%     57%    43%  100% 0.96   42%
  early      the-butcher               chaos        policy-pick            83%  50/0/10/0      3.7       28%     57%    43%  100% 1.00   34%
  early      the-butcher               mercy-seeker policy-pick            73%  44/0/16/0      4.5       16%     55%    45%  100% 0.97   30%
  early      king-of-revenge           greedy       policy-pick            60%  36/0/24/0      3.1       36%     54%    46%  100% 1.00   36%
  early      king-of-revenge           blind        policy-pick            62%  37/0/23/0      3.1       36%     54%    46%  100% 1.00   35%
  early      king-of-revenge           dot-weaver   policy-pick            75%  45/0/15/0      2.9       40%     58%    42%  100% 0.98   37%
  early      king-of-revenge           control-lock policy-pick            50%  30/0/30/0      3.7       33%     53%    45%  100% 0.98   57%
  early      king-of-revenge           aggro-brute  policy-pick            43%  26/0/34/0      3.1       30%     53%    47%  100% 1.00   30%
  early      king-of-revenge           turtle       policy-pick             0%  0/0/60/0       3.2        6%     57%    43%  100% 0.96   46%
  early      king-of-revenge           chaos        policy-pick            40%  24/0/36/0      3.2       27%     54%    46%  100% 1.00   41%
  early      king-of-revenge           mercy-seeker policy-pick            37%  21/1/38/0      4.3       15%     55%    45%  100% 0.97   33%
  mid        tri-eyes                  greedy       policy-pick            65%  38/1/21/0      4.8       28%     54%    46%  100% 0.99   49%
  mid        tri-eyes                  blind        policy-pick            65%  38/1/21/0      4.8       28%     54%    46%  100% 0.99   49%
  mid        tri-eyes                  dot-weaver   policy-pick            72%  43/0/17/0      4.9       24%     54%    46%  100% 1.00   29%
  mid        tri-eyes                  control-lock policy-pick            83%  42/8/10/0      5.5       40%     45%    37%  100% 1.00   29%
  mid        tri-eyes                  aggro-brute  policy-pick             3%  2/0/58/0       5.0       14%     43%    36%  100% 1.00   44%
  mid        tri-eyes                  turtle       policy-pick             0%  0/0/60/0       5.0        4%     41%    49%  100% 1.00   43%
  mid        tri-eyes                  chaos        policy-pick            18%  11/0/49/0      5.0       15%     53%    47%  100% 0.99   53%
  mid        tri-eyes                  mercy-seeker policy-pick             2%  1/0/59/0       6.0        3%     31%    59%  100% 1.00   37%
  mid        mirac                     greedy       policy-pick             0%  0/0/60/0       3.0       24%     53%    47%  100% 1.00   56%
  mid        mirac                     blind        policy-pick             0%  0/0/60/0       3.0       24%     53%    47%  100% 1.00   56%
  mid        mirac                     dot-weaver   policy-pick             0%  0/0/60/0       3.1       22%     53%    47%  100% 1.00   37%
  mid        mirac                     control-lock policy-pick            17%  10/0/50/0      4.2       37%     44%    37%  100% 1.00   31%
  mid        mirac                     aggro-brute  policy-pick             0%  0/0/60/0       3.0       13%     40%    34%  100% 1.00   55%
  mid        mirac                     turtle       policy-pick             0%  0/0/60/0       3.2        4%     38%    51%  100% 1.00   41%
  mid        mirac                     chaos        policy-pick             0%  0/0/60/0       3.0       12%     53%    47%  100% 1.00   54%
  mid        mirac                     mercy-seeker policy-pick             0%  0/0/60/0       4.4        3%     32%    57%  100% 1.00   31%
  mid        hasshaku-sama             greedy       policy-pick             5%  3/0/57/0       4.0       27%     54%    46%  100% 1.00   56%
  mid        hasshaku-sama             blind        policy-pick             5%  3/0/57/0       4.0       27%     54%    46%  100% 1.00   56%
  mid        hasshaku-sama             dot-weaver   policy-pick             0%  0/0/60/0       4.0       23%     53%    47%  100% 1.00   37%
  mid        hasshaku-sama             control-lock policy-pick            47%  25/3/32/0      5.2       39%     47%    39%  100% 0.99   32%
  mid        hasshaku-sama             aggro-brute  policy-pick             0%  0/0/60/0       4.0       14%     44%    37%  100% 1.00   56%
  mid        hasshaku-sama             turtle       policy-pick             0%  0/0/60/0       4.0        4%     39%    50%  100% 1.00   38%
  mid        hasshaku-sama             chaos        policy-pick             2%  1/0/59/0       4.0       13%     54%    46%  100% 1.00   58%
  mid        hasshaku-sama             mercy-seeker policy-pick             0%  0/0/60/0       4.9        3%     32%    54%  100% 1.00   30%
  mid        jeweled-tree              greedy       policy-pick             7%  4/0/56/0       4.0       27%     53%    47%  100% 1.00   55%
  mid        jeweled-tree              blind        policy-pick             7%  4/0/56/0       4.0       27%     53%    47%  100% 1.00   56%
  mid        jeweled-tree              dot-weaver   policy-pick             0%  0/0/60/0       4.0       23%     53%    47%  100% 1.00   36%
  mid        jeweled-tree              control-lock policy-pick            55%  30/3/27/0      5.4       39%     46%    39%  100% 0.99   32%
  mid        jeweled-tree              aggro-brute  policy-pick             0%  0/0/60/0       4.0       14%     43%    35%  100% 1.00   55%
  mid        jeweled-tree              turtle       policy-pick             0%  0/0/60/0       4.0        4%     38%    50%  100% 1.00   39%
  mid        jeweled-tree              chaos        policy-pick             0%  0/0/60/0       4.0       13%     53%    47%  100% 1.00   57%
  mid        jeweled-tree              mercy-seeker policy-pick             0%  0/0/60/0       5.2        3%     33%    55%  100% 1.00   31%
  mid        rawhead-rex               greedy       policy-pick             0%  0/0/60/0       3.0       25%     54%    46%  100% 1.00   55%
  mid        rawhead-rex               blind        policy-pick             0%  0/0/60/0       3.0       24%     54%    46%  100% 1.00   55%
  mid        rawhead-rex               dot-weaver   policy-pick             0%  0/0/60/0       3.0       22%     53%    47%  100% 1.00   42%
  mid        rawhead-rex               control-lock policy-pick             2%  0/1/59/0       3.7       37%     44%    37%  100% 1.00   32%
  mid        rawhead-rex               aggro-brute  policy-pick             0%  0/0/60/0       3.0       13%     40%    34%  100% 1.00   58%
  mid        rawhead-rex               turtle       policy-pick             0%  0/0/60/0       3.0        4%     41%    46%  100% 1.00   58%
  mid        rawhead-rex               chaos        policy-pick             0%  0/0/60/0       3.0       11%     55%    45%  100% 1.00   48%
  mid        rawhead-rex               mercy-seeker policy-pick             0%  0/0/60/0       3.5        2%     30%    53%  100% 1.00   33%
  late       fire-giant                greedy       policy-pick             0%  0/0/60/0       4.6       20%     55%    45%  100% 0.99   50%
  late       fire-giant                blind        policy-pick             0%  0/0/60/0       4.6       20%     55%    45%  100% 0.99   49%
  late       fire-giant                dot-weaver   policy-pick             0%  0/0/60/0       4.3       22%     52%    47%  100% 1.00   28%
  late       fire-giant                control-lock policy-pick             7%  4/0/56/0       5.6       28%     35%    64%  100% 1.00   29%
  late       fire-giant                aggro-brute  policy-pick             0%  0/0/60/0       4.2       19%     21%    17%  100% 0.99   47%
  late       fire-giant                turtle       policy-pick             0%  0/0/60/0       4.2        2%     32%    55%  100% 1.00   56%
  late       fire-giant                chaos        policy-pick             0%  0/0/60/0       4.4        8%     55%    45%  100% 1.00   62%
  late       fire-giant                mercy-seeker policy-pick             0%  0/0/60/0       5.5        2%     43%    51%  100% 1.00   57%
  late       rangda                    greedy       policy-pick             0%  0/0/60/0       3.4       20%     55%    45%  100% 1.00   57%
  late       rangda                    blind        policy-pick             0%  0/0/60/0       3.4       20%     55%    45%  100% 1.00   58%
  late       rangda                    dot-weaver   policy-pick             0%  0/0/60/0       3.2       22%     50%    46%  100% 1.00   32%
  late       rangda                    control-lock policy-pick             0%  0/0/60/0       4.0       26%     30%    69%  100% 1.00   26%
  late       rangda                    aggro-brute  policy-pick             0%  0/0/60/0       3.2       18%     20%    16%  100% 1.00   43%
  late       rangda                    turtle       policy-pick             0%  0/0/60/0       3.3        2%     32%    56%  100% 1.00   57%
  late       rangda                    chaos        policy-pick             0%  0/0/60/0       3.5        7%     55%    45%  100% 1.00   59%
  late       rangda                    mercy-seeker policy-pick             0%  0/0/60/0       4.2        2%     37%    57%  100% 1.00   47%
  late       tezcatlipoca              greedy       policy-pick             0%  0/0/60/0       3.4       19%     55%    45%  100% 1.00   52%
  late       tezcatlipoca              blind        policy-pick             0%  0/0/60/0       3.4       19%     55%    45%  100% 1.00   53%
  late       tezcatlipoca              dot-weaver   policy-pick             0%  0/0/60/0       3.2       21%     51%    47%  100% 1.00   28%
  late       tezcatlipoca              control-lock policy-pick             0%  0/0/60/0       3.9       26%     33%    65%  100% 1.00   25%
  late       tezcatlipoca              aggro-brute  policy-pick             0%  0/0/60/0       3.1       18%     19%    15%  100% 1.00   43%
  late       tezcatlipoca              turtle       policy-pick             0%  0/0/60/0       3.2        2%     37%    47%  100% 1.00   74%
  late       tezcatlipoca              chaos        policy-pick             0%  0/0/60/0       3.3        7%     56%    44%  100% 1.00   45%
  late       tezcatlipoca              mercy-seeker policy-pick             0%  0/0/60/0       4.2        2%     37%    54%  100% 1.00   55%
  late       arch-demon                greedy       policy-pick             0%  0/0/60/0       3.3       19%     55%    45%  100% 1.00   51%
  late       arch-demon                blind        policy-pick             0%  0/0/60/0       3.3       19%     55%    45%  100% 1.00   50%
  late       arch-demon                dot-weaver   policy-pick             0%  0/0/60/0       3.2       21%     51%    47%  100% 1.00   26%
  late       arch-demon                control-lock policy-pick             0%  0/0/60/0       3.9       26%     30%    70%  100% 1.00   27%
  late       arch-demon                aggro-brute  policy-pick             0%  0/0/60/0       3.1       18%     16%    13%  100% 1.00   43%
  late       arch-demon                turtle       policy-pick             0%  0/0/60/0       3.1        2%     32%    56%  100% 1.00   61%
  late       arch-demon                chaos        policy-pick             0%  0/0/60/0       3.1        6%     55%    45%  100% 1.00   45%
  late       arch-demon                mercy-seeker policy-pick             0%  0/0/60/0       3.8        2%     40%    52%  100% 1.00   61%
  late       death                     greedy       policy-pick             0%  0/0/60/0       3.4       19%     55%    45%  100% 1.00   52%
  late       death                     blind        policy-pick             0%  0/0/60/0       3.4       19%     55%    45%  100% 1.00   53%
  late       death                     dot-weaver   policy-pick             0%  0/0/60/0       3.2       21%     51%    47%  100% 1.00   28%
  late       death                     control-lock policy-pick             0%  0/0/60/0       3.9       26%     33%    65%  100% 1.00   25%
  late       death                     aggro-brute  policy-pick             0%  0/0/60/0       3.1       18%     19%    15%  100% 1.00   43%
  late       death                     turtle       policy-pick             0%  0/0/60/0       3.2        2%     36%    47%  100% 1.00   74%
  late       death                     chaos        policy-pick             0%  0/0/60/0       3.3        7%     56%    44%  100% 1.00   42%
  late       death                     mercy-seeker policy-pick             0%  0/0/60/0       4.1        2%     38%    52%  100% 1.00   59%
  late       the-abortive              greedy       policy-pick             0%  0/0/60/0       3.3       20%     55%    45%  100% 1.00   56%
  late       the-abortive              blind        policy-pick             0%  0/0/60/0       3.3       20%     55%    45%  100% 1.00   57%
  late       the-abortive              dot-weaver   policy-pick             0%  0/0/60/0       3.1       21%     51%    46%  100% 1.00   31%
  late       the-abortive              control-lock policy-pick             0%  0/0/60/0       4.0       26%     30%    69%  100% 1.00   26%
  late       the-abortive              aggro-brute  policy-pick             0%  0/0/60/0       3.1       18%     19%    16%  100% 1.00   42%
  late       the-abortive              turtle       policy-pick             0%  0/0/60/0       3.2        2%     31%    57%  100% 1.00   58%
  late       the-abortive              chaos        policy-pick             0%  0/0/60/0       3.2        7%     55%    45%  100% 1.00   52%
  late       the-abortive              mercy-seeker policy-pick             0%  0/0/60/0       4.0        2%     36%    57%  100% 1.00   50%
  impossible the-incompleteness        greedy       policy-pick             0%  0/0/60/0       5.0       20%     55%    45%  100% 0.99   50%
  impossible the-incompleteness        blind        policy-pick             0%  0/0/60/0       5.0       20%     55%    45%  100% 0.99   50%
  impossible the-incompleteness        dot-weaver   policy-pick             0%  0/0/60/0       4.9       21%     53%    46%  100% 1.00   26%
  impossible the-incompleteness        control-lock policy-pick             3%  1/1/58/0       7.0       28%     36%    62%  100% 1.00   28%
  impossible the-incompleteness        aggro-brute  policy-pick             0%  0/0/60/0       5.1       21%     16%    13%  100% 0.99   35%
  impossible the-incompleteness        turtle       policy-pick             0%  0/0/60/0       5.0        2%     31%    55%  100% 1.00   54%
  impossible the-incompleteness        chaos        policy-pick             0%  0/0/60/0       5.1        9%     55%    45%  100% 0.99   61%
  impossible the-incompleteness        mercy-seeker policy-pick             0%  0/0/60/0       6.2        2%     42%    51%  100% 1.00   54%

Win-path mix (per cell — victory/mercy/capitulate/concede/defeat):
  early      grave-larva               greedy       policy-pick           vic= 57 mer=  0 cap=  3 con=  0 def=  0
  early      grave-larva               blind        policy-pick           vic= 57 mer=  0 cap=  3 con=  0 def=  0
  early      grave-larva               dot-weaver   policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      grave-larva               control-lock policy-pick           vic= 58 mer=  0 cap=  2 con=  0 def=  0
  early      grave-larva               aggro-brute  policy-pick           vic= 55 mer=  0 cap=  5 con=  0 def=  0
  early      grave-larva               turtle       policy-pick           vic= 48 mer=  0 cap=  1 con=  0 def= 11
  early      grave-larva               chaos        policy-pick           vic= 59 mer=  0 cap=  1 con=  0 def=  0
  early      grave-larva               mercy-seeker policy-pick           vic= 56 mer=  0 cap=  4 con=  0 def=  0
  early      foot-stealer              greedy       policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      foot-stealer              blind        policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      foot-stealer              dot-weaver   policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      foot-stealer              control-lock policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      foot-stealer              aggro-brute  policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      foot-stealer              turtle       policy-pick           vic= 39 mer=  0 cap=  0 con=  0 def= 21
  early      foot-stealer              chaos        policy-pick           vic= 59 mer=  0 cap=  0 con=  0 def=  1
  early      foot-stealer              mercy-seeker policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      little-belle              greedy       policy-pick           vic= 59 mer=  0 cap=  1 con=  0 def=  0
  early      little-belle              blind        policy-pick           vic= 59 mer=  0 cap=  1 con=  0 def=  0
  early      little-belle              dot-weaver   policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      little-belle              control-lock policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      little-belle              aggro-brute  policy-pick           vic= 59 mer=  0 cap=  1 con=  0 def=  0
  early      little-belle              turtle       policy-pick           vic= 46 mer=  0 cap=  1 con=  0 def= 13
  early      little-belle              chaos        policy-pick           vic= 59 mer=  0 cap=  1 con=  0 def=  0
  early      little-belle              mercy-seeker policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      water-holger              greedy       policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      water-holger              blind        policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      water-holger              dot-weaver   policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      water-holger              control-lock policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      water-holger              aggro-brute  policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      water-holger              turtle       policy-pick           vic= 41 mer=  0 cap=  1 con=  0 def= 18
  early      water-holger              chaos        policy-pick           vic= 59 mer=  0 cap=  0 con=  0 def=  1
  early      water-holger              mercy-seeker policy-pick           vic= 60 mer=  0 cap=  0 con=  0 def=  0
  early      the-butcher               greedy       policy-pick           vic= 57 mer=  0 cap=  0 con=  0 def=  3
  early      the-butcher               blind        policy-pick           vic= 57 mer=  0 cap=  0 con=  0 def=  3
  early      the-butcher               dot-weaver   policy-pick           vic= 57 mer=  0 cap=  0 con=  0 def=  3
  early      the-butcher               control-lock policy-pick           vic= 49 mer=  0 cap=  0 con=  0 def= 11
  early      the-butcher               aggro-brute  policy-pick           vic= 52 mer=  0 cap=  0 con=  0 def=  8
  early      the-butcher               turtle       policy-pick           vic= 10 mer=  0 cap=  1 con=  0 def= 49
  early      the-butcher               chaos        policy-pick           vic= 50 mer=  0 cap=  0 con=  0 def= 10
  early      the-butcher               mercy-seeker policy-pick           vic= 44 mer=  0 cap=  0 con=  0 def= 16
  early      king-of-revenge           greedy       policy-pick           vic= 36 mer=  0 cap=  0 con=  0 def= 24
  early      king-of-revenge           blind        policy-pick           vic= 37 mer=  0 cap=  0 con=  0 def= 23
  early      king-of-revenge           dot-weaver   policy-pick           vic= 45 mer=  0 cap=  0 con=  0 def= 15
  early      king-of-revenge           control-lock policy-pick           vic= 30 mer=  0 cap=  0 con=  0 def= 30
  early      king-of-revenge           aggro-brute  policy-pick           vic= 26 mer=  0 cap=  0 con=  0 def= 34
  early      king-of-revenge           turtle       policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  early      king-of-revenge           chaos        policy-pick           vic= 24 mer=  0 cap=  0 con=  0 def= 36
  early      king-of-revenge           mercy-seeker policy-pick           vic= 21 mer=  0 cap=  1 con=  0 def= 38
  mid        tri-eyes                  greedy       policy-pick           vic= 38 mer=  0 cap=  1 con=  0 def= 21
  mid        tri-eyes                  blind        policy-pick           vic= 38 mer=  0 cap=  1 con=  0 def= 21
  mid        tri-eyes                  dot-weaver   policy-pick           vic= 43 mer=  0 cap=  0 con=  0 def= 17
  mid        tri-eyes                  control-lock policy-pick           vic= 42 mer=  0 cap=  8 con=  0 def= 10
  mid        tri-eyes                  aggro-brute  policy-pick           vic=  2 mer=  0 cap=  0 con=  0 def= 58
  mid        tri-eyes                  turtle       policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        tri-eyes                  chaos        policy-pick           vic= 11 mer=  0 cap=  0 con=  0 def= 49
  mid        tri-eyes                  mercy-seeker policy-pick           vic=  1 mer=  0 cap=  0 con=  0 def= 59
  mid        mirac                     greedy       policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        mirac                     blind        policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        mirac                     dot-weaver   policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        mirac                     control-lock policy-pick           vic= 10 mer=  0 cap=  0 con=  0 def= 50
  mid        mirac                     aggro-brute  policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        mirac                     turtle       policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        mirac                     chaos        policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        mirac                     mercy-seeker policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        hasshaku-sama             greedy       policy-pick           vic=  3 mer=  0 cap=  0 con=  0 def= 57
  mid        hasshaku-sama             blind        policy-pick           vic=  3 mer=  0 cap=  0 con=  0 def= 57
  mid        hasshaku-sama             dot-weaver   policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        hasshaku-sama             control-lock policy-pick           vic= 25 mer=  0 cap=  3 con=  0 def= 32
  mid        hasshaku-sama             aggro-brute  policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        hasshaku-sama             turtle       policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        hasshaku-sama             chaos        policy-pick           vic=  1 mer=  0 cap=  0 con=  0 def= 59
  mid        hasshaku-sama             mercy-seeker policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        jeweled-tree              greedy       policy-pick           vic=  4 mer=  0 cap=  0 con=  0 def= 56
  mid        jeweled-tree              blind        policy-pick           vic=  4 mer=  0 cap=  0 con=  0 def= 56
  mid        jeweled-tree              dot-weaver   policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        jeweled-tree              control-lock policy-pick           vic= 30 mer=  0 cap=  3 con=  0 def= 27
  mid        jeweled-tree              aggro-brute  policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        jeweled-tree              turtle       policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        jeweled-tree              chaos        policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        jeweled-tree              mercy-seeker policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        rawhead-rex               greedy       policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        rawhead-rex               blind        policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        rawhead-rex               dot-weaver   policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        rawhead-rex               control-lock policy-pick           vic=  0 mer=  0 cap=  1 con=  0 def= 59
  mid        rawhead-rex               aggro-brute  policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        rawhead-rex               turtle       policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        rawhead-rex               chaos        policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  mid        rawhead-rex               mercy-seeker policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       fire-giant                greedy       policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       fire-giant                blind        policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       fire-giant                dot-weaver   policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       fire-giant                control-lock policy-pick           vic=  4 mer=  0 cap=  0 con=  0 def= 56
  late       fire-giant                aggro-brute  policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       fire-giant                turtle       policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       fire-giant                chaos        policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       fire-giant                mercy-seeker policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       rangda                    greedy       policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       rangda                    blind        policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       rangda                    dot-weaver   policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       rangda                    control-lock policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       rangda                    aggro-brute  policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       rangda                    turtle       policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       rangda                    chaos        policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       rangda                    mercy-seeker policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       tezcatlipoca              greedy       policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       tezcatlipoca              blind        policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       tezcatlipoca              dot-weaver   policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       tezcatlipoca              control-lock policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
  late       tezcatlipoca              aggro-brute  policy-pick           vic=  0 mer=  0 cap=  0 con=  0 def= 60
